timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-26T21:40:55.349794,91.06,0,91.06,0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-26T21:41:55.349651,4.34
2026-04-26T21:40:55.378074,91.06,0,91.06,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:55.377964,4.199
2026-04-26T21:40:56.390007,91.06,0,91.06,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:56.389518,4.199
2026-04-26T21:40:56.427107,91.06,0,91.06,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:56.426858,4.199
2026-04-26T21:40:56.457473,91.06,0,91.06,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:56.457334,4.199
2026-04-26T21:40:57.454734,91.05,0,91.06,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:57.454563,4.199
2026-04-26T21:40:57.483947,91.05,0,91.05,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:57.483809,4.199
2026-04-26T21:40:57.514133,91.05,0,91.05,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:57.514008,4.199
2026-04-26T21:40:58.519605,91.05,0,91.05,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:58.519436,4.199
2026-04-26T21:40:58.551001,91.05,0,91.05,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:58.550846,4.199
2026-04-26T21:40:58.579194,91.05,0,91.05,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:58.579086,4.199
2026-04-26T21:40:59.577812,91.04,0,91.05,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:59.577662,4.199
2026-04-26T21:40:59.607481,91.04,0,91.04,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:59.607343,4.199
2026-04-26T21:40:59.636320,91.04,0,91.04,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:41:59.636192,4.199
2026-04-26T21:41:00.636716,91.04,0,91.04,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:00.636532,4.199
2026-04-26T21:41:00.666551,91.04,0,91.04,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:00.666413,4.199
2026-04-26T21:41:01.660031,91.04,0,91.04,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:01.659856,4.199
2026-04-26T21:41:01.692268,91.04,0,91.04,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:01.692126,4.199
2026-04-26T21:41:01.719827,91.04,0,91.04,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:01.719704,4.199
2026-04-26T21:41:02.720961,91.03,0,91.04,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:02.720780,4.199
2026-04-26T21:41:02.749781,91.03,0,91.03,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:02.749616,4.199
2026-04-26T21:41:02.778919,91.03,0,91.03,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:02.778808,4.199
2026-04-26T21:41:03.784984,91.01,0,91.03,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:03.784807,4.199
2026-04-26T21:41:03.813303,91.01,0,91.02,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:03.813180,4.199
2026-04-26T21:41:03.841864,91.01,0,91.02,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:03.841700,4.199
2026-04-26T21:41:04.844538,91.01,0,91.01,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:04.844364,4.199
2026-04-26T21:41:04.872477,91.01,0,91.01,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:04.872356,4.199
2026-04-26T21:41:04.899996,91.01,0,91.01,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:04.899890,4.199
2026-04-26T21:41:05.913318,91.0,0,91.01,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:05.913187,4.199
2026-04-26T21:41:05.940686,91.0,0,91.0,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:05.940569,4.199
2026-04-26T21:41:06.941822,91.0,0,91.0,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:06.941610,4.199
2026-04-26T21:41:06.972475,91.0,0,91.0,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:06.972338,4.199
2026-04-26T21:41:07.000973,91.0,0,91.0,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:07.000833,4.199
2026-04-26T21:41:08.002975,90.99,0,91.0,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:42:08.002725,4.199
