timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag
2026-04-24T21:10:29.310686,39.45,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:10:29.416018,39.45,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:30.145731,39.45,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:30.174759,39.45,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:30.204982,39.45,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:31.205446,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:31.231705,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:31.252179,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:32.266098,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:32.283797,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:32.298773,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:33.325794,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:33.344258,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:33.360271,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:34.387880,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:34.410560,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:35.423625,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:35.445701,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:35.460932,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:36.483857,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:36.545190,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:36.589162,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:37.582600,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:37.681943,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:37.772855,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:38.602132,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:38.618714,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:38.634656,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:39.731188,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:39.837649,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:40.700786,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:40.720337,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:40.734516,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:41.822677,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:41.924811,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:41.995487,39.44,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:42.817386,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:42.834247,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:42.847642,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:43.871557,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:43.892585,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:43.907496,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:44.976190,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:45.049251,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:45.974237,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:45.998195,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:46.016641,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:47.034099,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:47.064769,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:47.089296,39.43,0,,,1000.0,0.0,4.5,98.4,100,0
2026-04-24T21:10:48.093635,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:48.117581,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:48.140731,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:49.148723,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:49.173563,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:49.195647,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:50.214322,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:50.229794,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:51.252305,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:51.273827,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:51.285923,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:52.312681,39.43,0,,,1000.0,0.0,4.5,98.4,94,0
2026-04-24T21:10:52.329795,39.43,0,,,1000.0,0.08,4.501,98.4,94,0
2026-04-24T21:10:52.344188,39.43,0,,,1000.0,0.08,4.501,98.4,94,0
2026-04-24T21:10:53.370673,39.43,0,,,1000.0,0.08,4.501,98.4,94,0
2026-04-24T21:10:53.391965,39.43,0,,,1000.0,0.1,4.503,98.4,94,0
2026-04-24T21:10:53.404703,39.43,0,,,1000.0,0.1,4.503,98.4,94,0
2026-04-24T21:10:54.430362,39.43,0,,,1000.0,0.1,4.503,98.4,94,0
2026-04-24T21:10:54.451621,39.43,0,,,1000.0,0.65,4.515,98.4,94,0
2026-04-24T21:10:54.469038,39.43,0,,,1000.0,0.65,4.515,98.4,94,0
2026-04-24T21:10:55.491536,39.43,0,,,1000.0,0.65,4.515,98.4,94,0
2026-04-24T21:10:55.506883,39.43,0,,,1000.0,0.65,4.526,98.4,94,0
2026-04-24T21:10:56.526423,39.43,0,,,1000.0,0.65,4.526,98.4,95,0
2026-04-24T21:10:56.548540,39.43,0,,,1000.0,0.49,4.535,98.4,95,0
2026-04-24T21:10:56.563420,39.43,0,,,1000.0,0.49,4.535,98.4,95,0
2026-04-24T21:10:57.768933,39.43,0,,,1000.0,0.49,4.535,98.4,95,0
2026-04-24T21:10:57.851064,39.43,0,,,1000.0,0.37,4.543,98.4,95,0
2026-04-24T21:10:57.912241,39.43,0,,,1000.0,0.37,4.543,98.4,95,0
2026-04-24T21:10:58.644160,39.43,0,,,1000.0,0.37,4.543,98.4,95,0
2026-04-24T21:10:58.667545,39.43,0,,,1000.0,0.27,4.546,98.4,95,0
2026-04-24T21:10:58.682672,39.43,0,,,1000.0,0.27,4.546,98.4,95,0
2026-04-24T21:10:59.732620,39.43,0,,,1000.0,0.27,4.546,98.4,95,0
2026-04-24T21:10:59.789345,39.43,0,,,1000.0,0.21,4.55,98.4,95,0
2026-04-24T21:10:59.867273,39.43,0,,,1000.0,0.21,4.55,98.4,95,0
2026-04-24T21:11:00.768955,39.43,0,,,1000.0,0.21,4.55,98.4,95,0
2026-04-24T21:11:00.783893,39.43,0,,,1000.0,0.15,4.553,98.4,95,0
2026-04-24T21:11:01.809293,39.43,0,,,1000.0,0.15,4.553,98.4,95,0
2026-04-24T21:11:01.893280,39.42,0,,,1000.0,0.12,4.555,98.4,95,0
2026-04-24T21:11:01.967505,39.42,0,,,1000.0,0.12,4.555,98.4,95,0
2026-04-24T21:11:02.864587,39.42,0,,,1000.0,0.12,4.555,98.4,95,0
2026-04-24T21:11:02.884626,39.42,0,,,1000.0,0.09,4.556,98.4,95,0
2026-04-24T21:11:02.905175,39.42,0,,,1000.0,0.09,4.556,98.4,95,0
2026-04-24T21:11:03.938927,39.42,0,,,1000.0,0.09,4.556,98.4,95,0
2026-04-24T21:11:04.030967,39.42,0,,,1000.0,0.07,4.558,98.4,95,0
2026-04-24T21:11:04.076324,39.42,0,,,1000.0,0.07,4.558,98.4,95,0
2026-04-24T21:11:04.999881,39.42,0,,,1000.0,0.07,4.558,98.4,95,0
2026-04-24T21:11:05.046818,39.42,0,,,1000.0,0.05,4.558,98.4,95,0
2026-04-24T21:11:05.080255,39.42,0,,,1000.0,0.05,4.558,98.4,95,0
2026-04-24T21:11:06.050933,39.41,0,,,1000.0,0.05,4.558,98.4,95,0
2026-04-24T21:11:06.091877,39.41,0,,,1000.0,0.04,4.559,98.4,95,0
2026-04-24T21:11:07.081534,39.41,0,,,1000.0,0.04,4.559,98.4,95,0
2026-04-24T21:11:07.251180,39.41,0,,,1000.0,0.03,4.56,98.4,95,0
2026-04-24T21:11:08.065542,39.41,0,,,1000.0,0.03,4.56,98.4,95,0
2026-04-24T21:11:08.166228,39.41,0,,,1000.0,0.03,4.56,98.4,95,0
2026-04-24T21:11:08.207663,39.41,0,,,1000.0,0.02,4.56,98.4,95,0
2026-04-24T21:11:08.307981,39.41,0,,,1000.0,0.02,4.56,98.4,96,0
2026-04-24T21:11:09.201123,39.41,0,,,1000.0,0.02,4.56,98.4,96,0
2026-04-24T21:11:09.225786,39.41,0,,,1000.0,0.02,4.56,98.4,96,0
2026-04-24T21:11:09.247504,39.41,0,,,1000.0,0.02,4.56,98.4,96,0
2026-04-24T21:11:10.260694,39.41,0,,,1000.0,0.02,4.56,98.4,96,0
2026-04-24T21:11:10.278368,39.41,0,,,1000.0,0.01,4.561,98.4,96,0
2026-04-24T21:11:10.293488,39.41,0,,,1000.0,0.01,4.561,98.4,96,0
2026-04-24T21:11:11.364248,39.41,0,,,1000.0,0.01,4.561,98.4,96,0
2026-04-24T21:11:11.415714,39.41,0,,,1000.0,0.01,4.561,98.4,96,0
2026-04-24T21:11:12.357684,39.41,0,,,1000.0,0.01,4.561,98.4,96,0
2026-04-24T21:11:12.380364,39.41,0,,,1000.0,0.01,4.561,98.4,96,0
2026-04-24T21:11:12.395482,39.41,0,,,1000.0,0.01,4.561,98.4,96,0
2026-04-24T21:11:13.421417,39.42,0,,,1000.0,0.01,4.561,98.4,96,0
2026-04-24T21:11:13.439670,39.42,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:13.455058,39.42,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:14.478869,39.42,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:14.505368,39.42,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:14.526330,39.42,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:15.530360,39.43,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:15.551104,39.43,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:15.564818,39.43,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:16.629166,39.44,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:16.677189,39.44,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:17.631647,39.44,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:17.655506,39.45,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:17.667019,39.45,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:18.693188,39.46,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:18.714615,39.46,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:18.729918,39.46,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:19.760006,39.47,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:19.807214,39.47,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:19.851987,39.47,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:20.812988,39.48,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:20.832996,39.48,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:20.848491,39.48,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:21.875618,39.52,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:21.897499,39.52,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:22.912528,39.52,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:22.930790,39.53,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:22.943770,39.53,0,,,1000.0,0.0,4.561,98.4,96,0
2026-04-24T21:11:23.969414,39.56,0,,,1000.0,0.0,4.561,98.4,96,0
