timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-28T22:16:15.486735,36.39,0,22.5,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:15.486599,4.214
2026-04-28T22:16:15.536724,36.39,0,22.26,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:15.536585,4.199
2026-04-28T22:16:16.516439,36.39,0,22.38,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:16.516144,4.199
2026-04-28T22:16:16.568703,36.39,0,22.44,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:16.568542,4.199
2026-04-28T22:16:16.619401,36.39,0,22.47,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:16.619265,4.199
2026-04-28T22:16:17.567920,36.35,0,22.48,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:17.567759,4.199
2026-04-28T22:16:17.618113,36.35,0,22.47,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:17.617984,4.199
2026-04-28T22:16:17.666757,36.35,0,22.47,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:17.666624,4.199
2026-04-28T22:16:18.608609,36.35,0,22.47,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:18.608469,4.199
2026-04-28T22:16:18.657921,36.35,0,22.47,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:18.657787,4.199
2026-04-28T22:16:18.763195,36.35,0,22.47,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:18.763034,4.199
2026-04-28T22:16:19.673727,36.31,0,22.46,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:19.673514,4.199
2026-04-28T22:16:19.726268,36.31,0,22.45,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:19.726121,4.199
2026-04-28T22:16:19.835314,36.31,0,22.44,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:19.834986,4.199
2026-04-28T22:16:20.734878,36.27,0,22.42,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:20.734700,4.199
2026-04-28T22:16:20.785281,36.27,0,22.41,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:20.785138,4.199
2026-04-28T22:16:20.839514,36.27,0,22.41,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:20.839349,4.199
2026-04-28T22:16:21.797217,36.24,0,22.39,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:21.796940,4.199
2026-04-28T22:16:21.885959,36.24,0,22.38,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:21.885787,4.199
2026-04-28T22:16:22.808609,36.24,0,22.37,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:22.808231,4.199
2026-04-28T22:16:22.859578,36.2,0,22.35,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:22.859447,4.199
2026-04-28T22:16:22.908941,36.2,0,22.34,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:22.908793,4.199
2026-04-28T22:16:23.167619,36.2,0,22.33,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:23.167485,4.199
2026-04-28T22:16:23.889601,36.17,0,22.31,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:23.889431,4.199
2026-04-28T22:16:23.941526,36.17,0,22.31,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:23.941379,4.199
2026-04-28T22:16:24.901390,36.17,0,22.3,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:24.901223,4.199
2026-04-28T22:16:24.953863,36.13,0,22.27,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:24.953716,4.199
2026-04-28T22:16:25.005018,36.13,0,22.27,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:25.004857,4.199
2026-04-28T22:16:25.951392,36.09,0,22.25,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:25.951210,4.199
2026-04-28T22:16:26.004776,36.09,0,22.23,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:26.004608,4.199
2026-04-28T22:16:26.055136,36.09,0,22.22,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:26.055000,4.199
2026-04-28T22:16:27.002401,36.06,0,22.21,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:27.002234,4.199
2026-04-28T22:16:27.057277,36.06,0,22.2,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:27.057050,4.199
2026-04-28T22:16:27.112679,36.06,0,22.19,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:27.112510,4.199
2026-04-28T22:16:28.065940,36.03,0,22.18,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:28.065742,4.199
2026-04-28T22:16:28.116033,36.03,0,22.16,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:28.115902,4.199
2026-04-28T22:16:28.164375,36.03,0,22.16,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:28.164216,4.199
2026-04-28T22:16:29.102224,35.99,0,22.14,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:29.102063,4.199
2026-04-28T22:16:29.155036,35.99,0,22.13,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:29.154874,4.199
2026-04-28T22:16:29.206244,35.99,0,22.12,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:29.206081,4.199
2026-04-28T22:16:30.168142,35.96,0,22.1,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:30.167988,4.199
2026-04-28T22:16:30.216539,35.96,0,22.09,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:30.216408,4.199
2026-04-28T22:16:30.264906,35.96,0,22.09,-0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-28T22:17:30.264772,4.199
