timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-26T20:53:56.091928,36.12,0,36.12,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T20:54:56.091798,4.213
2026-04-26T20:53:56.123481,36.12,0,38.6,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:54:56.123350,4.205
2026-04-26T20:53:57.144668,36.12,0,38.76,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:54:57.144248,4.205
2026-04-26T20:53:57.190227,36.12,0,38.8,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:54:57.190068,4.205
2026-04-26T20:53:58.154136,36.12,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:54:58.153488,4.205
2026-04-26T20:53:58.585971,36.12,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:54:58.585801,4.205
2026-04-26T20:53:58.620632,36.12,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:54:58.620476,4.205
2026-04-26T20:53:59.200934,36.12,0,38.86,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:54:59.200768,4.205
2026-04-26T20:53:59.232371,36.12,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:54:59.232232,4.205
2026-04-26T20:54:00.222125,36.12,0,38.88,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:00.221611,4.205
2026-04-26T20:54:00.257359,36.12,0,38.86,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:00.257185,4.205
2026-04-26T20:54:00.294849,36.12,0,38.86,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:00.294656,4.205
2026-04-26T20:54:01.265559,36.12,0,38.87,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:01.265332,4.205
2026-04-26T20:54:01.299610,36.12,0,38.86,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:01.299399,4.205
2026-04-26T20:54:02.297148,36.12,0,38.87,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:02.296766,4.205
2026-04-26T20:54:02.327919,36.12,0,38.86,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:02.327775,4.205
2026-04-26T20:54:03.316903,36.12,0,38.89,0.0018,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:03.316552,4.205
2026-04-26T20:54:03.352364,36.12,0,38.86,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:03.352203,4.205
2026-04-26T20:54:03.382756,36.12,0,38.86,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:03.382591,4.205
2026-04-26T20:54:04.368796,36.11,0,38.87,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:04.368578,4.205
2026-04-26T20:54:04.399832,36.11,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:04.399663,4.205
2026-04-26T20:54:05.387866,36.1,0,38.87,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:05.387699,4.205
2026-04-26T20:54:05.419845,36.1,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:05.419698,4.205
2026-04-26T20:54:05.451874,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:05.451718,4.205
2026-04-26T20:54:06.442579,36.1,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:06.442310,4.205
2026-04-26T20:54:06.474311,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:06.474156,4.205
2026-04-26T20:54:07.466622,36.1,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:07.466415,4.205
2026-04-26T20:54:07.497838,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:07.497686,4.205
2026-04-26T20:54:08.480441,36.1,0,38.87,0.0018,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:08.480198,4.205
2026-04-26T20:54:08.511225,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:08.511075,4.205
2026-04-26T20:54:08.542020,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:08.541876,4.205
2026-04-26T20:54:09.538707,36.1,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:09.538506,4.205
2026-04-26T20:54:09.569290,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:09.569144,4.205
2026-04-26T20:54:10.555413,36.1,0,38.86,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:10.555173,4.205
2026-04-26T20:54:10.590159,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:10.590010,4.205
2026-04-26T20:54:10.620865,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:10.620719,4.205
2026-04-26T20:54:11.614493,36.1,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:11.609566,4.205
2026-04-26T20:54:11.644345,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:11.644189,4.205
2026-04-26T20:54:12.629789,36.1,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:12.629550,4.205
2026-04-26T20:54:12.661068,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:12.660941,4.205
2026-04-26T20:54:13.640505,36.1,0,38.87,0.0018,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:13.640337,4.205
2026-04-26T20:54:13.672631,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:13.672482,4.205
2026-04-26T20:54:13.703940,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:13.703764,4.205
2026-04-26T20:54:14.702994,36.1,0,38.85,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:14.702806,4.205
2026-04-26T20:54:14.733286,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,100,0,60.0,2026-04-26T20:55:14.733127,4.205
2026-04-26T20:54:15.717779,36.1,0,38.86,0.0017,1000.0,0.0,4.199,97.5,99,0,60.0,2026-04-26T20:55:15.717436,4.205
2026-04-26T20:54:15.752135,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,99,0,60.0,2026-04-26T20:55:15.751975,4.205
2026-04-26T20:54:15.783989,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,99,0,60.0,2026-04-26T20:55:15.783801,4.205
2026-04-26T20:54:16.828457,36.1,0,38.85,0.0017,1000.0,0.0,4.199,97.5,99,0,60.0,2026-04-26T20:55:16.828312,4.205
2026-04-26T20:54:16.863820,36.1,0,38.84,0.0017,1000.0,0.0,4.199,97.5,99,0,60.0,2026-04-26T20:55:16.863712,4.205
