timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag
2026-04-24T21:08:33.188150,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:33.464504,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:33.707764,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:33.945642,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:34.185236,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:34.432598,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:34.670599,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:34.907558,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:35.145025,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:35.404435,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:35.657115,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:35.899420,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:36.139543,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:36.386600,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:36.629905,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:36.917810,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:37.384839,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:38.590335,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:39.357738,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:39.931249,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:40.388625,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:41.207754,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:41.719117,28.92,0,,,0.0,0.0,0,0.0,100,0
2026-04-24T21:08:41.939987,28.92,0,,,1000.0,1.57,0,99.6,100,0
2026-04-24T21:08:41.955636,28.92,0,,,1000.0,1.57,0,99.6,100,0
2026-04-24T21:08:41.970623,28.92,0,,,1000.0,1.57,0,99.6,100,0
2026-04-24T21:08:41.985690,28.92,0,,,1000.0,1.57,4.504,99.6,100,0
2026-04-24T21:08:42.000858,28.92,0,,,1000.0,1.57,4.504,99.6,100,0
2026-04-24T21:08:42.018414,28.92,0,,,1000.0,1.18,4.505,99.6,100,0
2026-04-24T21:08:42.035124,28.92,0,,,1000.0,1.18,4.505,99.6,100,0
2026-04-24T21:08:42.052027,28.92,0,,,1000.0,1.18,4.505,99.6,100,0
2026-04-24T21:08:42.072088,28.92,0,,,1000.0,0.89,4.506,99.6,100,0
2026-04-24T21:08:42.092916,28.92,0,,,1000.0,0.89,4.506,99.6,100,0
2026-04-24T21:08:42.114442,28.92,0,,,1000.0,0.89,4.506,99.6,100,0
2026-04-24T21:08:42.140431,28.92,0,,,1000.0,0.66,4.507,99.6,100,0
2026-04-24T21:08:42.162061,28.92,0,,,1000.0,0.66,4.507,99.6,100,0
2026-04-24T21:08:42.192744,28.92,0,,,1000.0,0.66,4.507,99.6,100,0
2026-04-24T21:08:42.221301,28.92,0,,,1000.0,0.5,4.507,99.6,100,0
2026-04-24T21:08:42.244048,28.92,0,,,1000.0,0.5,4.507,99.6,100,0
2026-04-24T21:08:42.276993,28.92,0,,,1000.0,0.5,4.507,99.6,100,0
2026-04-24T21:08:42.311800,28.92,0,,,1000.0,0.37,4.508,99.6,100,0
2026-04-24T21:08:42.354720,28.92,0,,,1000.0,0.37,4.508,99.6,100,0
2026-04-24T21:08:42.389252,28.92,0,,,1000.0,0.28,4.508,99.6,100,0
2026-04-24T21:08:42.413847,28.92,0,,,1000.0,0.28,4.508,99.6,100,0
2026-04-24T21:08:42.443266,28.92,0,,,1000.0,0.28,4.508,99.6,100,0
2026-04-24T21:08:42.477074,28.91,0,,,1000.0,0.21,4.509,99.6,100,0
2026-04-24T21:08:42.511956,28.91,0,,,1000.0,0.21,4.509,99.6,100,0
2026-04-24T21:08:42.543702,28.91,0,,,1000.0,0.21,4.509,99.6,100,0
2026-04-24T21:08:42.571150,28.91,0,,,1000.0,0.16,4.509,99.6,100,0
2026-04-24T21:08:42.593357,28.91,0,,,1000.0,0.16,4.509,99.6,100,0
2026-04-24T21:08:43.576128,28.91,0,,,1000.0,0.16,4.509,99.6,100,0
2026-04-24T21:08:43.593169,28.91,0,,,1000.0,0.12,4.511,99.6,100,0
2026-04-24T21:08:43.607472,28.91,0,,,1000.0,0.12,4.511,99.6,100,0
