timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag
2026-04-25T21:53:59.059111,53.93,0.2,,,0.0,0.0,0,0.0,100,0
2026-04-25T21:53:59.166750,53.93,0.2,,,1000.0,0.0,0,96.8,100,0
2026-04-25T21:53:59.897342,53.93,0.2,,,1000.0,0.0,0,96.8,100,0
2026-04-25T21:53:59.917898,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:53:59.930739,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:00.972454,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:00.996213,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:01.013545,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:02.017916,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:02.032195,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:02.047080,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:03.072464,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:03.091526,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:03.105932,53.94,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:04.136696,53.95,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:04.151995,53.95,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:05.172394,53.95,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:05.195271,53.96,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:05.210474,53.96,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:06.233378,53.97,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:06.251027,53.97,0.2,,,1000.0,0.0,4.5,96.8,100,0
2026-04-25T21:54:06.274672,53.97,0.2,,,1000.0,0.0,4.5,96.8,100,0
